task;learner;optimizer;constants;expression;surrogate_score
168912;xgboost;optimistic_random_search_4;False;100 replications;0.9909543999220932
168912;xgboost;optimistic_random_search_8;False;100 replications;0.9950367296946537
168912;xgboost;optimistic_random_search_16;False;100 replications;0.9970226392222216
168912;xgboost;optimistic_random_search_32;False;100 replications;0.9978786179839042
7592;glmnet;optimistic_random_search_2;False;100 replications;0.4885409013736005
7592;glmnet;optimistic_random_search_4;False;100 replications;0.8280602394580835
7592;glmnet;optimistic_random_search_8;False;100 replications;0.9578742373825417
7592;glmnet;optimistic_random_search_16;False;100 replications;0.9916806205881536
7592;glmnet;optimistic_random_search_32;False;100 replications;0.9984892804750105
3904;svm;optimistic_random_search_2;False;100 replications;0.5517470814913374
3904;svm;optimistic_random_search_4;False;100 replications;0.659633322337363
3904;svm;optimistic_random_search_8;False;100 replications;0.7348632233530898
3904;svm;optimistic_random_search_16;False;100 replications;0.7863081603191157
3904;svm;optimistic_random_search_32;False;100 replications;0.8700764687508213
3560;rf;optimistic_random_search_2;False;100 replications;0.9985478619342077
3560;rf;optimistic_random_search_4;False;100 replications;0.9992018146584191
3560;rf;optimistic_random_search_8;False;100 replications;0.9994379992506945
3560;rf;optimistic_random_search_16;False;100 replications;0.9995971258217793
3560;rf;optimistic_random_search_32;False;100 replications;0.9997177050898339
9978;svm;optimistic_random_search_2;False;100 replications;0.9557550801821972
9978;svm;optimistic_random_search_4;False;100 replications;0.9752976591762044
9978;svm;optimistic_random_search_8;False;100 replications;0.9889765099807147
9978;svm;optimistic_random_search_16;False;100 replications;0.9913438918088828
9978;svm;optimistic_random_search_32;False;100 replications;0.9959273438169628
189927;xgboost;optimistic_random_search_2;False;100 replications;0.9738357276760984
189927;xgboost;optimistic_random_search_4;False;100 replications;0.9859538592135224
189927;xgboost;optimistic_random_search_8;False;100 replications;0.9936509992597187
189927;xgboost;optimistic_random_search_16;False;100 replications;0.996852467252658
189927;xgboost;optimistic_random_search_32;False;100 replications;0.9986290434825381
167141;knn;optimistic_random_search_2;False;100 replications;0.9838044466333089
167141;knn;optimistic_random_search_4;False;100 replications;0.9927047106251892
167141;knn;optimistic_random_search_8;False;100 replications;0.997161765759033
167141;knn;optimistic_random_search_16;False;100 replications;0.9982957990469626
167141;knn;optimistic_random_search_32;False;100 replications;0.9987834625529038
3549;rf;optimistic_random_search_2;False;100 replications;0.9035758520779514
3549;rf;optimistic_random_search_4;False;100 replications;0.9262294087744343
3549;rf;optimistic_random_search_8;False;100 replications;0.9586617510698904
3549;rf;optimistic_random_search_16;False;100 replications;0.9704492741126313
3549;rf;optimistic_random_search_32;False;100 replications;0.9787477369484308
3;xgboost;optimistic_random_search_2;False;100 replications;0.8786662684284329
3;xgboost;optimistic_random_search_4;False;100 replications;0.9221880781609341
3;xgboost;optimistic_random_search_8;False;100 replications;0.9451860968458438
3;xgboost;optimistic_random_search_16;False;100 replications;0.9693518898208867
3;xgboost;optimistic_random_search_32;False;100 replications;0.9829565009094615
167211;knn;optimistic_random_search_2;False;100 replications;0.8802756349624424
167211;knn;optimistic_random_search_4;False;100 replications;0.9593245191373163
167211;knn;optimistic_random_search_8;False;100 replications;0.9798875317870792
167211;knn;optimistic_random_search_16;False;100 replications;0.9861875465363936
167211;knn;optimistic_random_search_32;False;100 replications;0.9903874218805688
168339;knn;optimistic_random_search_2;False;100 replications;0.9905122527491658
168339;knn;optimistic_random_search_4;False;100 replications;0.9974705375931842
168339;knn;optimistic_random_search_8;False;100 replications;0.9984564691736272
168339;knn;optimistic_random_search_16;False;100 replications;0.9992024964310573
168339;knn;optimistic_random_search_32;False;100 replications;0.9996737118507301
43;glmnet;optimistic_random_search_2;False;100 replications;0.5769823445560426
43;glmnet;optimistic_random_search_4;False;100 replications;0.8152328663292276
43;glmnet;optimistic_random_search_8;False;100 replications;0.9199697315020268
43;glmnet;optimistic_random_search_16;False;100 replications;0.9832348363158778
43;glmnet;optimistic_random_search_32;False;100 replications;0.9927271645304614
9986;svm;optimistic_random_search_2;False;100 replications;0.8676991946205713
9986;svm;optimistic_random_search_4;False;100 replications;0.9468825445548004
9986;svm;optimistic_random_search_8;False;100 replications;0.9786228808063607
9986;svm;optimistic_random_search_16;False;100 replications;0.9901295670661002
9986;svm;optimistic_random_search_32;False;100 replications;0.9951576398348236
14970;knn;optimistic_random_search_2;False;100 replications;0.9411692362780749
14970;knn;optimistic_random_search_4;False;100 replications;0.984467828824133
14970;knn;optimistic_random_search_8;False;100 replications;0.9988984446543964
14970;knn;optimistic_random_search_16;False;100 replications;0.9993937871331753
14970;knn;optimistic_random_search_32;False;100 replications;0.9996679720335473
9976;knn;optimistic_random_search_2;False;100 replications;0.9951764545096528
9976;knn;optimistic_random_search_4;False;100 replications;0.9988539760038025
9976;knn;optimistic_random_search_8;False;100 replications;0.9994974687166078
9976;knn;optimistic_random_search_16;False;100 replications;0.9996342292779665
9976;knn;optimistic_random_search_32;False;100 replications;0.9997593380615832
168909;glmnet;optimistic_random_search_2;False;100 replications;0.518340772646697
168909;glmnet;optimistic_random_search_4;False;100 replications;0.8328067750793318
168909;glmnet;optimistic_random_search_8;False;100 replications;0.9417947301193682
168909;glmnet;optimistic_random_search_16;False;100 replications;0.9845646345773963
168909;glmnet;optimistic_random_search_32;False;100 replications;0.9955844601895103
167120;glmnet;optimistic_random_search_2;False;100 replications;0.48152445701716184
167120;glmnet;optimistic_random_search_4;False;100 replications;0.6776079277778428
167120;glmnet;optimistic_random_search_8;False;100 replications;0.8317093057998259
167120;glmnet;optimistic_random_search_16;False;100 replications;0.9747069385567273
167120;glmnet;optimistic_random_search_32;False;100 replications;0.9918296367751893
168338;xgboost;optimistic_random_search_2;False;100 replications;0.9779782496410379
168338;xgboost;optimistic_random_search_4;False;100 replications;0.9835177522453782
168338;xgboost;optimistic_random_search_8;False;100 replications;0.9935952093569772
168338;xgboost;optimistic_random_search_16;False;100 replications;0.9973333767484962
168338;xgboost;optimistic_random_search_32;False;100 replications;0.9988436649051984
167124;rpart;optimistic_random_search_2;False;100 replications;0.664980720615733
167124;rpart;optimistic_random_search_4;False;100 replications;0.7760917075501286
167124;rpart;optimistic_random_search_8;False;100 replications;0.8459418100721935
167124;rpart;optimistic_random_search_16;False;100 replications;0.8849714502087861
167124;rpart;optimistic_random_search_32;False;100 replications;0.9141699106923642
168336;rpart;optimistic_random_search_2;False;100 replications;0.7272463275874813
168336;rpart;optimistic_random_search_4;False;100 replications;0.7801853388018904
168336;rpart;optimistic_random_search_8;False;100 replications;0.7983874143028435
168336;rpart;optimistic_random_search_16;False;100 replications;0.820207093980389
168336;rpart;optimistic_random_search_32;False;100 replications;0.8699923285473513
3904;rpart;optimistic_random_search_2;False;100 replications;0.974557868091254
3904;rpart;optimistic_random_search_4;False;100 replications;0.9833188156322905
3904;rpart;optimistic_random_search_8;False;100 replications;0.992533334411064
3904;rpart;optimistic_random_search_16;False;100 replications;0.9942377311045445
3904;rpart;optimistic_random_search_32;False;100 replications;0.9957125893245079
167211;glmnet;optimistic_random_search_2;False;100 replications;0.39176262811859963
167211;glmnet;optimistic_random_search_4;False;100 replications;0.6915509675608134
167211;glmnet;optimistic_random_search_8;False;100 replications;0.8243248498841167
167211;glmnet;optimistic_random_search_16;False;100 replications;0.9092620215468658
167211;glmnet;optimistic_random_search_32;False;100 replications;0.9450906850916665
167141;rf;optimistic_random_search_2;False;100 replications;0.898043541960374
167141;rf;optimistic_random_search_4;False;100 replications;0.9359845287736239
167141;rf;optimistic_random_search_8;False;100 replications;0.9676936228619581
167141;rf;optimistic_random_search_16;False;100 replications;0.9792922076625062
167141;rf;optimistic_random_search_32;False;100 replications;0.9868567238603955
3893;xgboost;optimistic_random_search_2;False;100 replications;0.9855317170099588
3893;xgboost;optimistic_random_search_4;False;100 replications;0.9962828869148033
3893;xgboost;optimistic_random_search_8;False;100 replications;0.9973846560557122
3893;xgboost;optimistic_random_search_16;False;100 replications;0.9991194718428769
3893;xgboost;optimistic_random_search_32;False;100 replications;0.9994961849151944
168335;knn;optimistic_random_search_2;False;100 replications;0.9632804809856981
168335;knn;optimistic_random_search_4;False;100 replications;0.9890538188282977
168335;knn;optimistic_random_search_8;False;100 replications;0.9973488959489814
168335;knn;optimistic_random_search_16;False;100 replications;0.9992190728574948
168335;knn;optimistic_random_search_32;False;100 replications;0.9996195863120607
167119;rpart;optimistic_random_search_2;False;100 replications;0.5250806306964685
167119;rpart;optimistic_random_search_4;False;100 replications;0.6154682803142955
167119;rpart;optimistic_random_search_8;False;100 replications;0.712518202397244
167119;rpart;optimistic_random_search_16;False;100 replications;0.7689328309225288
167119;rpart;optimistic_random_search_32;False;100 replications;0.8092796101210689
3;rpart;optimistic_random_search_2;False;100 replications;0.7882207508906014
3;rpart;optimistic_random_search_4;False;100 replications;0.8827902998905843
3;rpart;optimistic_random_search_8;False;100 replications;0.9118206994365353
3;rpart;optimistic_random_search_16;False;100 replications;0.9270881662366078
3;rpart;optimistic_random_search_32;False;100 replications;0.9368164045655084
168339;glmnet;optimistic_random_search_2;False;100 replications;0.5321282762696476
168339;glmnet;optimistic_random_search_4;False;100 replications;0.7387921418624408
168339;glmnet;optimistic_random_search_8;False;100 replications;0.9522671996249134
168339;glmnet;optimistic_random_search_16;False;100 replications;0.9941694288445879
168339;glmnet;optimistic_random_search_32;False;100 replications;0.9985364537584289
18;glmnet;optimistic_random_search_2;False;100 replications;0.5843561347507318
18;glmnet;optimistic_random_search_4;False;100 replications;0.7914722672316118
18;glmnet;optimistic_random_search_8;False;100 replications;0.8997978008097733
18;glmnet;optimistic_random_search_16;False;100 replications;0.9750350681119354
18;glmnet;optimistic_random_search_32;False;100 replications;0.9893224905223306
167125;rpart;optimistic_random_search_2;False;100 replications;0.7442633940500974
167125;rpart;optimistic_random_search_4;False;100 replications;0.8499815963181205
167125;rpart;optimistic_random_search_8;False;100 replications;0.8944469963751139
167125;rpart;optimistic_random_search_16;False;100 replications;0.9344327130448549
167125;rpart;optimistic_random_search_32;False;100 replications;0.9606728679310536
3907;knn;optimistic_random_search_2;False;100 replications;0.9052031486116958
3907;knn;optimistic_random_search_4;False;100 replications;0.9552852904964165
3907;knn;optimistic_random_search_8;False;100 replications;0.9658302761034634
3907;knn;optimistic_random_search_16;False;100 replications;0.9740119896246905
3907;knn;optimistic_random_search_32;False;100 replications;0.9865367892812174
146821;rpart;optimistic_random_search_2;False;100 replications;0.7184028656235816
146821;rpart;optimistic_random_search_4;False;100 replications;0.8117284396876463
146821;rpart;optimistic_random_search_8;False;100 replications;0.8491728338120559
146821;rpart;optimistic_random_search_16;False;100 replications;0.8969432738748551
146821;rpart;optimistic_random_search_32;False;100 replications;0.9287491252242654
16;svm;optimistic_random_search_2;False;100 replications;0.6795148582710117
16;svm;optimistic_random_search_4;False;100 replications;0.942102764455148
16;svm;optimistic_random_search_8;False;100 replications;0.9877957305426783
16;svm;optimistic_random_search_16;False;100 replications;0.9923763841212809
16;svm;optimistic_random_search_32;False;100 replications;0.9948536434889073
9910;svm;optimistic_random_search_2;False;100 replications;0.41937583335092404
9910;svm;optimistic_random_search_4;False;100 replications;0.6110840748556587
9910;svm;optimistic_random_search_8;False;100 replications;0.7334861885748774
9910;svm;optimistic_random_search_16;False;100 replications;0.8319681048355023
9910;svm;optimistic_random_search_32;False;100 replications;0.9047696226221416
43;knn;optimistic_random_search_2;False;100 replications;0.9921090352464575
43;knn;optimistic_random_search_4;False;100 replications;0.9970478117213244
43;knn;optimistic_random_search_8;False;100 replications;0.9986379062348302
43;knn;optimistic_random_search_16;False;100 replications;0.999335379315177
43;knn;optimistic_random_search_32;False;100 replications;0.9996384387447218
146606;glmnet;optimistic_random_search_2;False;100 replications;0.39362881590075793
146606;glmnet;optimistic_random_search_4;False;100 replications;0.69597004527444
146606;glmnet;optimistic_random_search_8;False;100 replications;0.9104021235837975
146606;glmnet;optimistic_random_search_16;False;100 replications;0.9925088541583691
146606;glmnet;optimistic_random_search_32;False;100 replications;0.998354134418286
14969;knn;optimistic_random_search_2;False;100 replications;0.9307936864729115
14969;knn;optimistic_random_search_4;False;100 replications;0.9878585134944369
14969;knn;optimistic_random_search_8;False;100 replications;0.9960230629804931
14969;knn;optimistic_random_search_16;False;100 replications;0.9975491136205235
14969;knn;optimistic_random_search_32;False;100 replications;0.998978365938487
219;svm;optimistic_random_search_2;False;100 replications;0.6511254582657814
219;svm;optimistic_random_search_4;False;100 replications;0.6971983094080959
219;svm;optimistic_random_search_8;False;100 replications;0.758477700190982
219;svm;optimistic_random_search_16;False;100 replications;0.8530009465312599
219;svm;optimistic_random_search_32;False;100 replications;0.9214415463838569
125921;glmnet;optimistic_random_search_2;False;100 replications;0.6142548010949926
125921;glmnet;optimistic_random_search_4;False;100 replications;0.774370586095647
125921;glmnet;optimistic_random_search_8;False;100 replications;0.9520789359596743
125921;glmnet;optimistic_random_search_16;False;100 replications;0.9939783007371642
125921;glmnet;optimistic_random_search_32;False;100 replications;0.9970677011889599
189928;svm;optimistic_random_search_2;False;100 replications;0.6932568145757989
189928;svm;optimistic_random_search_4;False;100 replications;0.7863528999700864
189928;svm;optimistic_random_search_8;False;100 replications;0.8436323933858391
189928;svm;optimistic_random_search_16;False;100 replications;0.9097964426141283
189928;svm;optimistic_random_search_32;False;100 replications;0.9564000119892121
146820;knn;optimistic_random_search_2;False;100 replications;0.9134442819228963
146820;knn;optimistic_random_search_4;False;100 replications;0.9744417921341249
146820;knn;optimistic_random_search_8;False;100 replications;0.9933536184594882
146820;knn;optimistic_random_search_16;False;100 replications;0.9950202646163525
146820;knn;optimistic_random_search_32;False;100 replications;0.9977173190425681
10090;xgboost;optimistic_random_search_2;False;100 replications;0.9162436190034206
10090;xgboost;optimistic_random_search_4;False;100 replications;0.9274416288186725
10090;xgboost;optimistic_random_search_8;False;100 replications;0.9494704560861287
10090;xgboost;optimistic_random_search_16;False;100 replications;0.9610308647630693
10090;xgboost;optimistic_random_search_32;False;100 replications;0.9735822292884635
168335;xgboost;optimistic_random_search_2;False;100 replications;0.9535491048006378
168335;xgboost;optimistic_random_search_4;False;100 replications;0.9763932858175276
168335;xgboost;optimistic_random_search_8;False;100 replications;0.9879335098786346
168335;xgboost;optimistic_random_search_16;False;100 replications;0.9943716330464586
168335;xgboost;optimistic_random_search_32;False;100 replications;0.9966829623118835
9910;xgboost;optimistic_random_search_2;False;100 replications;0.9909823051381009
9910;xgboost;optimistic_random_search_4;False;100 replications;0.9943116579066305
9910;xgboost;optimistic_random_search_8;False;100 replications;0.9964132063058257
9910;xgboost;optimistic_random_search_16;False;100 replications;0.9975190126636622
9910;xgboost;optimistic_random_search_32;False;100 replications;0.9982743708816691
168332;rf;optimistic_random_search_2;False;100 replications;0.9760929789543993
168332;rf;optimistic_random_search_4;False;100 replications;0.9821893477370115
168332;rf;optimistic_random_search_8;False;100 replications;0.9845249324785725
168332;rf;optimistic_random_search_16;False;100 replications;0.9885576484598596
168332;rf;optimistic_random_search_32;False;100 replications;0.9910089250976715
23;knn;optimistic_random_search_2;False;100 replications;0.9871245714706276
23;knn;optimistic_random_search_4;False;100 replications;0.9956985074249692
23;knn;optimistic_random_search_8;False;100 replications;0.9989685944005735
23;knn;optimistic_random_search_16;False;100 replications;0.9994707192730785
23;knn;optimistic_random_search_32;False;100 replications;0.999760796111382
168911;svm;optimistic_random_search_2;False;100 replications;0.5709527549409716
168911;svm;optimistic_random_search_4;False;100 replications;0.8109062856322313
168911;svm;optimistic_random_search_8;False;100 replications;0.9296146339934417
168911;svm;optimistic_random_search_16;False;100 replications;0.9439901082060715
168911;svm;optimistic_random_search_32;False;100 replications;0.9727400053204022
189924;knn;optimistic_random_search_2;False;100 replications;0.8496764911718759
189924;knn;optimistic_random_search_4;False;100 replications;0.9300295014771548
189924;knn;optimistic_random_search_8;False;100 replications;0.9762212751273895
189924;knn;optimistic_random_search_16;False;100 replications;0.9878228920666146
189924;knn;optimistic_random_search_32;False;100 replications;0.9947701647093194
146195;glmnet;optimistic_random_search_2;False;100 replications;0.5189184446518009
146195;glmnet;optimistic_random_search_4;False;100 replications;0.7134981660006463
146195;glmnet;optimistic_random_search_8;False;100 replications;0.9475704094332156
146195;glmnet;optimistic_random_search_16;False;100 replications;0.992169338224994
146195;glmnet;optimistic_random_search_32;False;100 replications;0.9988559964563923
3485;knn;optimistic_random_search_2;False;100 replications;0.9272819131118563
3485;knn;optimistic_random_search_4;False;100 replications;0.9866811652439391
3485;knn;optimistic_random_search_8;False;100 replications;0.9974257549618157
3485;knn;optimistic_random_search_16;False;100 replications;0.9985584764114148
3485;knn;optimistic_random_search_32;False;100 replications;0.9991376325138865
125921;rf;optimistic_random_search_2;False;100 replications;0.8883967973399263
125921;rf;optimistic_random_search_4;False;100 replications;0.945489279611905
125921;rf;optimistic_random_search_8;False;100 replications;0.967855305062299
125921;rf;optimistic_random_search_16;False;100 replications;0.9821057889383763
125921;rf;optimistic_random_search_32;False;100 replications;0.9876078676676154
9957;rf;optimistic_random_search_2;False;100 replications;0.9465462934730807
9957;rf;optimistic_random_search_4;False;100 replications;0.9600391606258047
9957;rf;optimistic_random_search_8;False;100 replications;0.9729721120150943
9957;rf;optimistic_random_search_16;False;100 replications;0.982025642791903
9957;rf;optimistic_random_search_32;False;100 replications;0.9873106625222817
9952;xgboost;optimistic_random_search_2;False;100 replications;0.9819503693032772
9952;xgboost;optimistic_random_search_4;False;100 replications;0.9861775989438109
9952;xgboost;optimistic_random_search_8;False;100 replications;0.9903136740654851
9952;xgboost;optimistic_random_search_16;False;100 replications;0.9937896416381227
9952;xgboost;optimistic_random_search_32;False;100 replications;0.9945885059838053
15;xgboost;optimistic_random_search_2;False;100 replications;0.9784556086070922
15;xgboost;optimistic_random_search_4;False;100 replications;0.9862875920850623
15;xgboost;optimistic_random_search_8;False;100 replications;0.9948113304090509
15;xgboost;optimistic_random_search_16;False;100 replications;0.9974670117437165
15;xgboost;optimistic_random_search_32;False;100 replications;0.9989083403786708
3902;knn;optimistic_random_search_2;False;100 replications;0.9971725943180983
3902;knn;optimistic_random_search_4;False;100 replications;0.9986710298591314
3902;knn;optimistic_random_search_8;False;100 replications;0.9994530270860637
3902;knn;optimistic_random_search_16;False;100 replications;0.9997378323890556
3902;knn;optimistic_random_search_32;False;100 replications;0.999884205171651
14954;rf;optimistic_random_search_2;False;100 replications;0.6764274931374566
14954;rf;optimistic_random_search_4;False;100 replications;0.7470693253255319
14954;rf;optimistic_random_search_8;False;100 replications;0.7935701837416598
14954;rf;optimistic_random_search_16;False;100 replications;0.8483922187844958
14954;rf;optimistic_random_search_32;False;100 replications;0.8995744713289601
168911;xgboost;optimistic_random_search_2;False;100 replications;0.9922960500672745
168911;xgboost;optimistic_random_search_4;False;100 replications;0.9950169825206713
168911;xgboost;optimistic_random_search_8;False;100 replications;0.997257346950877
168911;xgboost;optimistic_random_search_16;False;100 replications;0.9981050728853276
168911;xgboost;optimistic_random_search_32;False;100 replications;0.9986817696563698
146800;rpart;optimistic_random_search_2;False;100 replications;0.8946386497222467
146800;rpart;optimistic_random_search_4;False;100 replications;0.9492591625908016
146800;rpart;optimistic_random_search_8;False;100 replications;0.960294808524089
146800;rpart;optimistic_random_search_16;False;100 replications;0.9688321845269479
146800;rpart;optimistic_random_search_32;False;100 replications;0.9781119260900003
168331;glmnet;optimistic_random_search_2;False;100 replications;0.517159393943561
168331;glmnet;optimistic_random_search_4;False;100 replications;0.7068847885498378
168331;glmnet;optimistic_random_search_8;False;100 replications;0.9180027475979542
168331;glmnet;optimistic_random_search_16;False;100 replications;0.9631985013029185
168331;glmnet;optimistic_random_search_32;False;100 replications;0.9853371079183374
10093;rf;optimistic_random_search_2;False;100 replications;0.8965532326317743
10093;rf;optimistic_random_search_4;False;100 replications;0.9235604623258056
10093;rf;optimistic_random_search_8;False;100 replications;0.9513540446282326
10093;rf;optimistic_random_search_16;False;100 replications;0.967903792021239
10093;rf;optimistic_random_search_32;False;100 replications;0.9774761446338976
9970;rpart;optimistic_random_search_2;False;100 replications;0.9989744355730632
9970;rpart;optimistic_random_search_4;False;100 replications;0.9996755040379608
9970;rpart;optimistic_random_search_8;False;100 replications;0.9999465198773957
9970;rpart;optimistic_random_search_16;False;100 replications;0.9999928951722391
9970;rpart;optimistic_random_search_32;False;100 replications;1.0
10093;knn;optimistic_random_search_2;False;100 replications;0.9082296180915346
10093;knn;optimistic_random_search_4;False;100 replications;0.978558559176636
10093;knn;optimistic_random_search_8;False;100 replications;0.9992064052705532
10093;knn;optimistic_random_search_16;False;100 replications;0.999593080451906
10093;knn;optimistic_random_search_32;False;100 replications;0.9998782578115467
146195;rpart;optimistic_random_search_2;False;100 replications;0.25631933578396215
146195;rpart;optimistic_random_search_4;False;100 replications;0.35995239533874823
146195;rpart;optimistic_random_search_8;False;100 replications;0.537766999153138
146195;rpart;optimistic_random_search_16;False;100 replications;0.5987444390433013
146195;rpart;optimistic_random_search_32;False;100 replications;0.6739332823793416
9976;svm;optimistic_random_search_2;False;100 replications;0.33464204342191045
9976;svm;optimistic_random_search_4;False;100 replications;0.5159201144381332
9976;svm;optimistic_random_search_8;False;100 replications;0.5969500323212042
9976;svm;optimistic_random_search_16;False;100 replications;0.7371049107314976
9976;svm;optimistic_random_search_32;False;100 replications;0.8480008625439552
3493;xgboost;optimistic_random_search_2;False;100 replications;0.967510634488418
3493;xgboost;optimistic_random_search_4;False;100 replications;0.9689803898235333
3493;xgboost;optimistic_random_search_8;False;100 replications;0.9692317864889338
3493;xgboost;optimistic_random_search_16;False;100 replications;0.9705410147731786
3493;xgboost;optimistic_random_search_32;False;100 replications;0.9724811824497488
146822;glmnet;optimistic_random_search_2;False;100 replications;0.46205194142449074
146822;glmnet;optimistic_random_search_4;False;100 replications;0.7931276580174895
146822;glmnet;optimistic_random_search_8;False;100 replications;0.8944160916882837
146822;glmnet;optimistic_random_search_16;False;100 replications;0.9532817694917928
146822;glmnet;optimistic_random_search_32;False;100 replications;0.9751284630495425
9970;xgboost;optimistic_random_search_2;False;100 replications;0.9915125926995659
9970;xgboost;optimistic_random_search_4;False;100 replications;0.9916749285052348
9970;xgboost;optimistic_random_search_8;False;100 replications;0.992042829815166
9970;xgboost;optimistic_random_search_16;False;100 replications;0.9923580696880466
9970;xgboost;optimistic_random_search_32;False;100 replications;0.9929684363610322
9957;knn;optimistic_random_search_2;False;100 replications;0.9833434918259103
9957;knn;optimistic_random_search_4;False;100 replications;0.9950629930423277
9957;knn;optimistic_random_search_8;False;100 replications;0.9982410063121274
9957;knn;optimistic_random_search_16;False;100 replications;0.9990661861724724
9957;knn;optimistic_random_search_32;False;100 replications;0.9994300573954419
2074;glmnet;optimistic_random_search_2;False;100 replications;0.6241113750941868
2074;glmnet;optimistic_random_search_4;False;100 replications;0.8142459485482872
2074;glmnet;optimistic_random_search_8;False;100 replications;0.9354427800741182
2074;glmnet;optimistic_random_search_16;False;100 replications;0.9831352856093609
2074;glmnet;optimistic_random_search_32;False;100 replications;0.9943387282325642
3917;knn;optimistic_random_search_2;False;100 replications;0.9784101395603172
3917;knn;optimistic_random_search_4;False;100 replications;0.989840381636236
3917;knn;optimistic_random_search_8;False;100 replications;0.9952679550185191
3917;knn;optimistic_random_search_16;False;100 replications;0.9982494320660572
3917;knn;optimistic_random_search_32;False;100 replications;0.999592947589591
168912;glmnet;optimistic_random_search_2;False;100 replications;0.5638027133377458
168912;glmnet;optimistic_random_search_4;False;100 replications;0.7917500352507137
168912;glmnet;optimistic_random_search_8;False;100 replications;0.9691204978583472
168912;glmnet;optimistic_random_search_16;False;100 replications;0.9920233386633551
168912;glmnet;optimistic_random_search_32;False;100 replications;0.9979866726102312
125921;rpart;optimistic_random_search_2;False;100 replications;0.8498659328069503
125921;rpart;optimistic_random_search_4;False;100 replications;0.9122018150775828
125921;rpart;optimistic_random_search_8;False;100 replications;0.9418644555450112
125921;rpart;optimistic_random_search_16;False;100 replications;0.9610922262540512
125921;rpart;optimistic_random_search_32;False;100 replications;0.9804799229224875
23;rf;optimistic_random_search_2;False;100 replications;0.9882239169229732
23;rf;optimistic_random_search_4;False;100 replications;0.9924614399196708
23;rf;optimistic_random_search_8;False;100 replications;0.9955157788778449
23;rf;optimistic_random_search_16;False;100 replications;0.9967966415341674
23;rf;optimistic_random_search_32;False;100 replications;0.9978903911809651
9978;knn;optimistic_random_search_2;False;100 replications;0.9130688482838726
9978;knn;optimistic_random_search_4;False;100 replications;0.9772742312338306
9978;knn;optimistic_random_search_8;False;100 replications;0.9940523005118588
9978;knn;optimistic_random_search_16;False;100 replications;0.9955633454281996
9978;knn;optimistic_random_search_32;False;100 replications;0.9964579468896129
7592;xgboost;optimistic_random_search_2;False;100 replications;0.9390266233917471
7592;xgboost;optimistic_random_search_4;False;100 replications;0.9751880842996161
7592;xgboost;optimistic_random_search_8;False;100 replications;0.9817805186889393
7592;xgboost;optimistic_random_search_16;False;100 replications;0.9912530366226815
7592;xgboost;optimistic_random_search_32;False;100 replications;0.9949613380915872
10093;glmnet;optimistic_random_search_2;False;100 replications;0.6060284897659729
10093;glmnet;optimistic_random_search_4;False;100 replications;0.814713391381119
10093;glmnet;optimistic_random_search_8;False;100 replications;0.930987512437842
10093;glmnet;optimistic_random_search_16;False;100 replications;0.960613415054477
10093;glmnet;optimistic_random_search_32;False;100 replications;0.9827161053314142
146818;glmnet;optimistic_random_search_2;False;100 replications;0.7071043913342951
146818;glmnet;optimistic_random_search_4;False;100 replications;0.8969861639870694
146818;glmnet;optimistic_random_search_8;False;100 replications;0.9707182430408382
146818;glmnet;optimistic_random_search_16;False;100 replications;0.9925574167131436
146818;glmnet;optimistic_random_search_32;False;100 replications;0.9968484949739647
146821;glmnet;optimistic_random_search_2;False;100 replications;0.42853773008212803
146821;glmnet;optimistic_random_search_4;False;100 replications;0.7661878575263183
146821;glmnet;optimistic_random_search_8;False;100 replications;0.9069907278076473
146821;glmnet;optimistic_random_search_16;False;100 replications;0.9475850964507373
146821;glmnet;optimistic_random_search_32;False;100 replications;0.9772676380654763
34539;glmnet;optimistic_random_search_2;False;100 replications;0.43358551768512604
34539;glmnet;optimistic_random_search_4;False;100 replications;0.5442972477767299
34539;glmnet;optimistic_random_search_8;False;100 replications;0.7901731781264232
34539;glmnet;optimistic_random_search_16;False;100 replications;0.9393584922471461
34539;glmnet;optimistic_random_search_32;False;100 replications;0.9878950149969047
10090;knn;optimistic_random_search_2;False;100 replications;0.8502368627076138
10090;knn;optimistic_random_search_4;False;100 replications;0.9522194903857195
10090;knn;optimistic_random_search_8;False;100 replications;0.9727292716383282
10090;knn;optimistic_random_search_16;False;100 replications;0.9832794774042058
10090;knn;optimistic_random_search_32;False;100 replications;0.9908414284934111
189927;glmnet;optimistic_random_search_2;False;100 replications;0.47217725961914603
189927;glmnet;optimistic_random_search_4;False;100 replications;0.7532648850023175
189927;glmnet;optimistic_random_search_8;False;100 replications;0.9601683141841765
189927;glmnet;optimistic_random_search_16;False;100 replications;0.9887712958329484
189927;glmnet;optimistic_random_search_32;False;100 replications;0.9983760105806355
28;svm;optimistic_random_search_2;False;100 replications;0.7757463163089499
28;svm;optimistic_random_search_4;False;100 replications;0.9551574865714142
28;svm;optimistic_random_search_8;False;100 replications;0.9927940065108646
28;svm;optimistic_random_search_16;False;100 replications;0.9960334255727871
28;svm;optimistic_random_search_32;False;100 replications;0.9982240520141202
24;svm;optimistic_random_search_2;False;100 replications;0.9929870073918582
24;svm;optimistic_random_search_4;False;100 replications;0.9989274462090456
24;svm;optimistic_random_search_8;False;100 replications;0.9998509444253125
24;svm;optimistic_random_search_16;False;100 replications;0.9999867102353046
24;svm;optimistic_random_search_32;False;100 replications;0.9999915522864647
3;glmnet;optimistic_random_search_2;False;100 replications;0.6039751629147407
