task;learner;optimizer;constants;expression;surrogate_score
219;glmnet;mupluslambda;False;make_tuple(if_gt(8, min(m, p), sub(993, po), 0.11986008924894949), truediv(sub(add(sub(mul(2, rc), xvar), 4), 0.1597096490457016), sub(n, p)));1.0000
168909;glmnet;mupluslambda;False;make_tuple(truediv(if_gt(0.0696852562751094, xvar, 0.17156679709967504, sub(if_gt(po, 7, sub(2, 0.18714748248213814), 946), mcp)), min(if_gt(1, xvar, rc, m), 17)), 0.003195832477203504);0.9621
9978;glmnet;mupluslambda;False;make_tuple(max(if_gt(mul(m, xvar), m, mcp, mul(mkd, 7)), mul(rc, 219)), if_gt(mul(859, rc), n, 0.008357943609570054, 0.001193374643352516));0.9834
3904;glmnet;mupluslambda;False;make_tuple(add(max(sub(min(0.20835767166299993, mcp), truediv(truediv(mkd, m), sub(0.10395205385889023, mkd))), 0.08068145723828865), mul(min(mul(if_gt(0.06076352448633571, mkd, p, 0.10269422742472381), rc), xvar), 11)), 0.0025081662381114663);0.9589
3917;glmnet;mupluslambda;False;make_tuple(truediv(if_gt(0.0696852562751094, xvar, 0.17156679709967504, sub(if_gt(po, 7, sub(2, 0.18714748248213814), 946), mcp)), min(if_gt(1, xvar, rc, m), 17)), 0.003195832477203504);0.9876
9910;glmnet;mupluslambda;False;make_tuple(if_gt(if_gt(mkd, 0.11676145399674297, rc, truediv(0.01945047288335519, xvar)), rc, if_gt(mul(m, max(xvar, rc)), 2, add(0.0104709114661987, mcp), if_gt(0.5191002908047214, mcp, m, truediv(mkd, expit(mcp)))), n), 0.002509495558272985);0.9489
15;glmnet;mupluslambda;False;make_tuple(add(max(sub(min(0.20835767166299993, mcp), truediv(truediv(mkd, m), sub(0.10395205385889023, mkd))), 0.08068145723828865), mul(min(mul(if_gt(0.06076352448633571, mkd, p, 0.10269422742472381), rc), xvar), 11)), 0.0025081662381114663);0.9898
9985;glmnet;mupluslambda;False;make_tuple(max(if_gt(mul(m, xvar), m, mcp, mul(mkd, 7)), mul(rc, 219)), if_gt(mul(859, rc), n, 0.008357943609570054, 0.001193374643352516));0.9893
3022;glmnet;mupluslambda;False;make_tuple(truediv(sub(n, 162), pow(mcp, 26)), 0.0018346246924196715);0.8737
9976;glmnet;mupluslambda;False;make_tuple(truediv(add(add(mkd, max(mkd, 0.06031102867587431)), add(rc, mkd)), sub(pow(mul(xvar, mkd), mcp), 0.004613542182749952)), if_gt(mcp, rc, 0.0011359809236663478, 0.005516709155950453));0.3201
189928;glmnet;mupluslambda;False;make_tuple(truediv(add(add(mkd, max(mkd, 0.06031102867587431)), add(rc, mkd)), sub(pow(mul(xvar, mkd), mcp), 0.004613542182749952)), if_gt(mcp, rc, 0.0011359809236663478, 0.005516709155950453));0.9169
168911;glmnet;mupluslambda;False;make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096);0.9845
9971;glmnet;mupluslambda;False;make_tuple(truediv(2, add(mcp, if_gt(32, p, 0.7887798663909377, m))), min(add(if_gt(max(474, p), po, 0.0008174255394973918, 159), min(0.005441849119999066, truediv(mul(mkd, rc), mcp))), 0.007955180508085774));0.9342
189927;glmnet;mupluslambda;False;make_tuple(truediv(if_gt(36, po, 5, 2), m), truediv(0.001417097889619032, max(if_gt(8, m, sub(mcp, truediv(xvar, mcp)), 4), xvar)));0.9940
14969;glmnet;mupluslambda;False;make_tuple(truediv(415, p), min(truediv(mul(mcp, p), if_gt(po, 6, truediv(n, 0.08309300766161339), n)), 0.01188445074492534));0.9952
167119;glmnet;mupluslambda;False;make_tuple(truediv(415, p), min(truediv(mul(mcp, p), if_gt(po, 6, truediv(n, 0.08309300766161339), n)), 0.01188445074492534));0.9999
3573;glmnet;mupluslambda;False;make_tuple(mul(xvar, pow(818, truediv(1.0097137650975148, mcp))), 0.001931758733493653);0.9268
168338;glmnet;mupluslambda;False;make_tuple(add(pow(mul(23, xvar), m), 0.24196509276992306), 0.0019323372221173225);0.8290
10090;glmnet;mupluslambda;False;make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096);0.9858
2079;glmnet;mupluslambda;False;make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096);0.9941
29;glmnet;mupluslambda;False;make_tuple(truediv(2, add(mcp, if_gt(32, p, 0.7887798663909377, m))), min(add(if_gt(max(474, p), po, 0.0008174255394973918, 159), min(0.005441849119999066, truediv(mul(mkd, rc), mcp))), 0.007955180508085774));0.9956
190412;glmnet;mupluslambda;False;make_tuple(truediv(401, p), truediv(mul(mcp, p), if_gt(po, 6, truediv(n, 0.0874298236850079), n)));0.2537
168329;glmnet;mupluslambda;False;make_tuple(truediv(if_gt(36, po, 5, 2), m), truediv(0.001417097889619032, max(if_gt(8, m, sub(mcp, truediv(xvar, mcp)), 4), xvar)));0.9600
14;glmnet;mupluslambda;False;make_tuple(pow(mul(n, if_gt(m, 10, m, 2)), mul(xvar, 7)), 0.002007285062102096);0.9997
168330;glmnet;mupluslambda;False;make_tuple(mul(mul(mcp, pow(28, m)), pow(mkd, mcp)), 0.0019312113766359088);0.9475
3510;glmnet;mupluslambda;False;make_tuple(mul(xvar, pow(818, truediv(1.0097137650975148, mcp))), 0.001931758733493653);0.9652
43;glmnet;mupluslambda;False;make_tuple(truediv(if_gt(36, po, 5, 2), m), truediv(0.001417097889619032, max(if_gt(8, m, sub(mcp, truediv(xvar, mcp)), 4), xvar)));0.9938
9964;glmnet;mupluslambda;False;make_tuple(mul(mul(mcp, pow(28, m)), pow(mkd, mcp)), 0.0019312113766359088);0.9755
146606;glmnet;mupluslambda;False;make_tuple(max(mul(1355, truediv(pow(m, m), n)), 0.11145765084468967), 0.0020059881922624367);0.9955
168337;glmnet;mupluslambda;False;make_tuple(390, truediv(add(4, rc), n));0.4141
3907;glmnet;mupluslambda;False;make_tuple(if_gt(5, mul(m, xvar), max(0.2434880509785139, mul(20, xvar)), 0.14185959498903944), 0.002006070106890207);0.8765
3;glmnet;mupluslambda;False;make_tuple(if_gt(5, mul(m, xvar), max(0.2434880509785139, mul(20, xvar)), 0.14185959498903944), 0.002006070106890207);0.9763
125920;glmnet;mupluslambda;False;make_tuple(mul(mul(mcp, pow(28, m)), pow(mkd, mcp)), 0.0019312113766359088);0.6604
146820;knn;mupluslambda;False;make_tuple(truediv(if_gt(if_gt(mkd, max(pow(0.4397359473529541, m), 0.03467888212066581), 0.0009718676965617051, 752), p, add(pow(mul(p, p), mcp), if_gt(p, po, 0.0011284226697832079, m)), 67), xvar), 55, n, 167);0.9762
9971;knn;mupluslambda;False;make_tuple(if_gt(po, 609, po, add(if_gt(m, po, 210, pow(6, xvar)), pow(mul(mul(p, m), p), mcp))), 45, truediv(n, 6), 718);1.0000
3573;knn;mupluslambda;False;make_tuple(add(mul(13, sub(xvar, max(pow(rc, mcp), mkd))), add(if_gt(truediv(if_gt(mcp, mkd, mcp, po), xvar), 0.5992978074382511, n, m), mcp)), truediv(33, xvar), mul(0.0021744390674784285, mul(if_gt(m, po, 108, p), n)), 153);0.9970
14971;knn;mupluslambda;False;make_tuple(mul(max(m, truediv(19, truediv(mul(xvar, 0.36186692190395253), mcp))), max(add(0.39284258757207446, mul(if_gt(po, m, 0.005560108637318801, n), if_gt(0.4661110558588645, mcp, po, 0))), xvar)), 61, n, 170);0.9991
167121;knn;mupluslambda;False;make_tuple(add(pow(add(mul(xvar, m), mcp), xvar), mul(if_gt(add(add(0.21085056242289077, mcp), mcp), 0.6742267039414387, m, truediv(if_gt(11, po, 19, 0.014329885774072562), xvar)), p)), 47, n, 768);0.9851
189928;knn;mupluslambda;False;make_tuple(add(mul(13, sub(xvar, max(pow(rc, mcp), mkd))), add(if_gt(truediv(if_gt(mcp, mkd, mcp, po), xvar), 0.5992978074382511, n, m), mcp)), truediv(33, xvar), mul(0.0021744390674784285, mul(if_gt(m, po, 108, p), n)), 153);0.9997
168336;knn;mupluslambda;False;make_tuple(add(mul(13, sub(xvar, max(pow(rc, mcp), mkd))), add(if_gt(truediv(if_gt(mcp, mkd, mcp, po), xvar), 0.5992978074382511, n, m), mcp)), truediv(33, xvar), mul(0.0021744390674784285, mul(if_gt(m, po, 108, p), n)), 153);0.9999
3945;knn;mupluslambda;False;make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666);0.9869
31;knn;mupluslambda;False;make_tuple(truediv(max(16, m), if_gt(mul(0.6054106439657092, xvar), if_gt(if_gt(mcp, mkd, 672, mkd), po, mcp, 297), pow(if_gt(mkd, rc, xvar, 785), truediv(mkd, 0.0648090096672674)), 0.012779664002278947)), 46, 554, 207);0.9999
32;knn;mupluslambda;False;make_tuple(add(pow(add(mul(xvar, m), mcp), xvar), mul(if_gt(add(add(0.21085056242289077, mcp), mcp), 0.6742267039414387, m, truediv(if_gt(11, po, 19, 0.014329885774072562), xvar)), p)), 47, n, 768);0.9883
190411;knn;mupluslambda;False;make_tuple(add(mul(13, sub(xvar, max(pow(rc, mcp), mkd))), add(if_gt(truediv(if_gt(mcp, mkd, mcp, po), xvar), 0.5992978074382511, n, m), mcp)), truediv(33, xvar), mul(0.0021744390674784285, mul(if_gt(m, po, 108, p), n)), 153);1.0000
168331;knn;mupluslambda;False;make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666);1.0000
14;knn;mupluslambda;False;make_tuple(if_gt(truediv(po, 8), 20, mul(mcp, p), max(mul(sub(m, po), mul(mcp, 82)), mul(6, sub(pow(p, mcp), rc)))), p, n, 198);0.9491
7592;knn;mupluslambda;False;make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666);0.9992
168330;knn;mupluslambda;False;make_tuple(max(truediv(p, 14), add(sub(add(24, add(0.029924496289045272, xvar)), if_gt(po, m, add(22, rc), sub(0.001261117658455052, p))), pow(mul(truediv(p, mkd), m), mcp))), 58, n, 172);0.9999
49;knn;mupluslambda;False;make_tuple(add(pow(add(mul(xvar, m), mcp), xvar), mul(if_gt(add(add(0.21085056242289077, mcp), mcp), 0.6742267039414387, m, truediv(if_gt(11, po, 19, 0.014329885774072562), xvar)), p)), 47, n, 768);0.4387
9964;knn;mupluslambda;False;make_tuple(truediv(max(16, m), if_gt(mul(0.6054106439657092, xvar), if_gt(if_gt(mcp, mkd, 672, mkd), po, mcp, 297), pow(if_gt(mkd, rc, xvar, 785), truediv(mkd, 0.0648090096672674)), 0.012779664002278947)), 46, 554, 207);0.9931
9910;knn;mupluslambda;False;make_tuple(if_gt(po, 609, po, add(if_gt(m, po, 210, pow(6, xvar)), pow(mul(mul(p, m), p), mcp))), 45, truediv(n, 6), 718);0.9987
168335;knn;mupluslambda;False;make_tuple(add(pow(add(mul(xvar, m), mcp), xvar), mul(if_gt(add(add(0.21085056242289077, mcp), mcp), 0.6742267039414387, m, truediv(if_gt(11, po, 19, 0.014329885774072562), xvar)), p)), 47, n, 768);0.9999
3907;knn;mupluslambda;False;make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666);0.9926
3;knn;mupluslambda;False;make_tuple(if_gt(po, 609, po, add(if_gt(m, po, 210, pow(6, xvar)), pow(mul(mul(p, m), p), mcp))), 45, truediv(n, 6), 718);0.9605
125920;knn;mupluslambda;False;make_tuple(if_gt(if_gt(m, 6, p, m), if_gt(m, po, 0.01108591632462121, 106), 171, mul(add(56, truediv(pow(0.4320616087371323, mcp), xvar)), mcp)), 47, 625, 666);0.9995
28;knn;mupluslambda;False;make_tuple(add(mul(13, sub(xvar, max(pow(rc, mcp), mkd))), add(if_gt(truediv(if_gt(mcp, mkd, mcp, po), xvar), 0.5992978074382511, n, m), mcp)), truediv(33, xvar), mul(0.0021744390674784285, mul(if_gt(m, po, 108, p), n)), 153);0.9921
6;knn;mupluslambda;False;make_tuple(truediv(max(5, mul(xvar, m)), pow(mkd, mcp)), 32, 556, 141);0.9226
146821;knn;mupluslambda;False;make_tuple(truediv(max(5, mul(xvar, m)), pow(mkd, mcp)), 32, 556, 141);0.9940
22;knn;mupluslambda;False;make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429);0.9883
189924;knn;mupluslambda;False;make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p);0.9997
3918;knn;mupluslambda;False;make_tuple(truediv(add(max(add(pow(998, xvar), p), truediv(mul(n, mcp), xvar)), m), 65), 47, n, 159);0.8803
146195;knn;mupluslambda;False;make_tuple(min(add(po, mul(m, p)), add(mul(mcp, max(mul(0.21087661498656957, p), 63)), if_gt(rc, xvar, sub(mcp, 0.5986408008398529), m))), 46, n, 265);0.9994
168909;knn;mupluslambda;False;make_tuple(mul(sub(pow(truediv(mul(4, p), xvar), mcp), pow(mul(if_gt(po, m, n, 0.0011646976341753248), rc), 0.062608406427714)), m), sub(32, mcp), n, 145);0.9172
146800;knn;mupluslambda;False;make_tuple(if_gt(p, 649, 691, truediv(if_gt(m, po, 46, 14), pow(0.21188195109198174, mcp))), n, n, 176);0.5336
14969;knn;mupluslambda;False;make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p);0.9995
9952;knn;mupluslambda;False;make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p);0.9963
145681;knn;mupluslambda;False;make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429);1.0000
3549;knn;mupluslambda;False;make_tuple(max(if_gt(po, 694, 51, if_gt(mcp, xvar, n, truediv(min(po, 24), truediv(0.21011564540753144, mcp)))), mul(m, xvar)), 50, n, 178);0.8164
168337;knn;mupluslambda;False;make_tuple(sub(mul(pow(p, mcp), add(pow(pow(m, xvar), max(rc, xvar)), 4)), 0.5654375829933568), p, 625, truediv(146, xvar));0.9953
10101;knn;mupluslambda;False;make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429);0.9384
3902;knn;mupluslambda;False;make_tuple(truediv(max(add(sub(12, 0.20050019398282617), rc), sub(m, xvar)), add(if_gt(m, 6, if_gt(0.002399199909016563, rc, mkd, 3), pow(mkd, mcp)), if_gt(m, po, 0.010925986325157011, pow(mkd, mcp)))), 47, n, 144);0.9999
9957;knn;mupluslambda;False;make_tuple(mul(sub(pow(truediv(mul(4, p), xvar), mcp), pow(mul(if_gt(po, m, n, 0.0011646976341753248), rc), 0.062608406427714)), m), sub(32, mcp), n, 145);0.9985
2073;knn;mupluslambda;False;make_tuple(max(mul(min(pow(mul(288, xvar), mcp), po), pow(m, if_gt(add(mkd, mcp), xvar, 3, mul(xvar, xvar)))), mul(0.06594694018955814, p)), 45, n, 429);0.9996
3510;knn;mupluslambda;False;make_tuple(min(add(po, mul(m, p)), add(mul(mcp, max(mul(0.21087661498656957, p), 63)), if_gt(rc, xvar, sub(mcp, 0.5986408008398529), m))), 46, n, 265);0.9951
9950;knn;mupluslambda;False;make_tuple(max(if_gt(po, 694, 51, if_gt(mcp, xvar, n, truediv(min(po, 24), truediv(0.21011564540753144, mcp)))), mul(m, xvar)), 50, n, 178);0.9629
43;knn;mupluslambda;False;make_tuple(truediv(n, mul(76, if_gt(add(mcp, 0.29062956816738883), if_gt(m, p, 0.35857718392360055, xvar), 0.2771106344731372, truediv(0.7718003215427405, mul(xvar, xvar))))), 47, n, p);1.0000
146822;knn;mupluslambda;False;make_tuple(add(pow(mul(3, p), mcp), max(m, min(mul(m, p), 25))), 46, n, 140);0.9984
10090;knn;mupluslambda;False;make_tuple(min(add(po, mul(m, p)), add(mul(mcp, max(mul(0.21087661498656957, p), 63)), if_gt(rc, xvar, sub(mcp, 0.5986408008398529), m))), 46, n, 265);0.9995
10093;knn;mupluslambda;False;make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178);0.0000
3481;knn;mupluslambda;False;make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178);0.9917
167140;knn;mupluslambda;False;make_tuple(if_gt(if_gt(po, 53, 0.2185942806277822, 0.11380748187770148), if_gt(p, 624, 50, mcp), min(m, pow(po, xvar)), 489), 48, n, 178);0.9964
168329;knn;mupluslambda;False;make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176);0.9997
9981;knn;mupluslambda;False;make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar));0.9882
168338;knn;mupluslambda;False;make_tuple(truediv(add(p, add(n, min(p, 556))), if_gt(mkd, 0.018258617871221346, 7, 140)), 47, mul(add(n, 619), 0.0759467448440785), 642);0.9356
168911;knn;mupluslambda;False;make_tuple(max(mul(xvar, m), truediv(sub(mul(n, if_gt(xvar, mcp, mcp, 11)), p), add(6, m))), 47, n, p);0.9990
2074;knn;mupluslambda;False;make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar));0.9982
14954;knn;mupluslambda;False;make_tuple(mul(max(max(if_gt(71, p, m, p), po), sub(77, if_gt(mul(rc, xvar), mcp, 369, sub(0.1699790543384435, m)))), add(add(mcp, mkd), mkd)), 46, truediv(add(102, n), 5), 224);0.9963
9970;knn;mupluslambda;False;make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178);1.0000
3561;knn;mupluslambda;False;make_tuple(mul(max(max(if_gt(71, p, m, p), po), sub(77, if_gt(mul(rc, xvar), mcp, 369, sub(0.1699790543384435, m)))), add(add(mcp, mkd), mkd)), 46, truediv(add(102, n), 5), 224);0.9991
146824;knn;mupluslambda;False;make_tuple(if_gt(if_gt(po, 53, 0.2185942806277822, 0.11380748187770148), if_gt(p, 624, 50, mcp), min(m, pow(po, xvar)), 489), 48, n, 178);0.9213
2079;knn;mupluslambda;False;make_tuple(max(pow(m, if_gt(mul(if_gt(po, 10, 140, 0.02718151474053205), mkd), xvar, xvar, 2)), pow(mul(m, n), add(mcp, 0.026322479237919992))), 61, n, 178);0.9407
9977;knn;mupluslambda;False;make_tuple(mul(max(max(if_gt(71, p, m, p), po), sub(77, if_gt(mul(rc, xvar), mcp, 369, sub(0.1699790543384435, m)))), add(add(mcp, mkd), mkd)), 46, truediv(add(102, n), 5), 224);0.9989
53;knn;mupluslambda;False;make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178);1.0000
9956;knn;mupluslambda;False;make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178);0.9780
168332;knn;mupluslambda;False;make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178);0.9980
168339;knn;mupluslambda;False;make_tuple(max(mul(xvar, m), truediv(sub(mul(n, if_gt(xvar, mcp, mcp, 11)), p), add(6, m))), 47, n, p);1.0000
167124;knn;mupluslambda;False;make_tuple(max(mul(if_gt(9, po, 8, mul(xvar, xvar)), m), pow(mul(372, truediv(n, xvar)), mcp)), 58, n, 178);0.5614
45;knn;mupluslambda;False;make_tuple(max(truediv(if_gt(mcp, 0.13679207427019155, 0.02240716345709072, po), 3), truediv(if_gt(po, m, 11, 53), truediv(0.19110860315537306, mcp))), 45, 625, 842);0.9990
18;knn;mupluslambda;False;make_tuple(mul(truediv(add(po, if_gt(po, 17, n, 567)), if_gt(3, pow(if_gt(rc, mcp, n, m), xvar), 0.0023440822663722233, min(mul(73, xvar), po))), max(mcp, sub(0.49946167991301915, rc))), 61, n, 176);0.9973
125922;knn;mupluslambda;False;make_tuple(add(pow(max(n, 655), if_gt(xvar, mcp, max(truediv(mkd, 0.1351117032705037), add(mcp, 0.047842904461416605)), 0.5480841482884192)), mul(xvar, max(mul(xvar, 4), truediv(p, 18)))), 50, mul(0.20697252545953548, n), 178);0.9900
3493;knn;mupluslambda;False;make_tuple(max(pow(truediv(mul(287, n), xvar), add(add(mkd, mkd), mcp)), pow(max(m, if_gt(199, p, m, 19)), xvar)), 50, truediv(n, 0.07399061807375215), truediv(178, xvar));0.9936
167119;knn;mupluslambda;False;make_tuple(max(mul(add(if_gt(sub(m, po), mcp, n, 0.002542706929787833), 15), mul(add(add(mcp, mcp), xvar), xvar)), sub(sub(truediv(add(rc, 0.015186063212245741), mkd), 20), m)), 55, n, 159);0.9983
146825;knn;mupluslambda;False;make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140);0.8988
29;knn;mupluslambda;False;make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140);0.9995
168908;knn;mupluslambda;False;make_tuple(mul(pow(mul(sub(6, mkd), p), sub(max(mkd, if_gt(0.00025534047840730575, mkd, 0.2957990160892039, mcp)), 0.031129955252724068)), truediv(if_gt(mcp, min(xvar, rc), m, 0.5166177260330492), xvar)), 28, mul(n, n), add(m, 142));0.9999
167125;knn;mupluslambda;False;make_tuple(max(mul(add(if_gt(sub(m, po), mcp, n, 0.002542706929787833), 15), mul(add(add(mcp, mcp), xvar), xvar)), sub(sub(truediv(add(rc, 0.015186063212245741), mkd), 20), m)), 55, n, 159);0.9954
41;knn;mupluslambda;False;make_tuple(max(sub(m, 6), add(add(pow(mul(po, po), mcp), truediv(truediv(mcp, xvar), xvar)), 14)), 46, mul(n, 0.18956168336823884), 140);0.9574
3913;knn;mupluslambda;False;make_tuple(max(if_gt(mcp, 0.5589475880962784, 47, 20), m), 52, n, 149);0.9923
14970;knn;mupluslambda;False;make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224);0.9936
146819;knn;mupluslambda;False;make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178);0.9990
9960;knn;mupluslambda;False;make_tuple(truediv(max(if_gt(0.040872802696484856, mkd, m, mul(p, m)), min(19, p)), pow(expit(sub(sub(xvar, mcp), mcp)), mcp)), 33, n, 149);0.9983
3903;knn;mupluslambda;False;make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224);0.9995
219;knn;mupluslambda;False;make_tuple(truediv(max(if_gt(0.040872802696484856, mkd, m, mul(p, m)), min(19, p)), pow(expit(sub(sub(xvar, mcp), mcp)), mcp)), 33, n, 149);0.9998
168912;knn;mupluslambda;False;make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158);0.9975
9978;knn;mupluslambda;False;make_tuple(max(if_gt(mcp, mkd, if_gt(po, p, 32, m), n), max(truediv(0.03444290198793989, mkd), truediv(18, truediv(truediv(xvar, 3), mcp)))), 61, n, 178);0.9998
3904;knn;mupluslambda;False;make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224);0.9994
3917;knn;mupluslambda;False;make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158);0.9905
167120;knn;mupluslambda;False;make_tuple(max(truediv(n, sub(m, po)), add(mul(mul(33, m), if_gt(p, 1198, 229, pow(mcp, 2))), pow(8, xvar))), 61, n, 224);0.9994
16;knn;mupluslambda;False;make_tuple(truediv(max(if_gt(0.040872802696484856, mkd, m, mul(p, m)), min(19, p)), pow(expit(sub(sub(xvar, mcp), mcp)), mcp)), 33, n, 149);0.9801
9985;knn;mupluslambda;False;make_tuple(mul(pow(mul(sub(6, mkd), p), sub(max(mkd, if_gt(0.00025534047840730575, mkd, 0.2957990160892039, mcp)), 0.031129955252724068)), truediv(if_gt(mcp, min(xvar, rc), m, 0.5166177260330492), xvar)), 28, mul(n, n), add(m, 142));0.9998
3021;knn;mupluslambda;False;make_tuple(truediv(mul(pow(truediv(p, 0.21544761028201379), mcp), m), pow(mul(xvar, m), rc)), 26, n, 149);0.9978
9976;knn;mupluslambda;False;make_tuple(truediv(mul(pow(truediv(p, 0.21544761028201379), mcp), m), pow(mul(xvar, m), rc)), 26, n, 149);0.9973
189927;knn;mupluslambda;False;make_tuple(truediv(max(m, 20), pow(expit(xvar), add(mcp, mcp))), 46, n, 158);0.9997
168910;knn;mupluslambda;False;make_tuple(max(mul(xvar, m), add(sub(19, if_gt(mkd, 0.007855535724976485, 0.3588593780782779, max(14, m))), truediv(mul(truediv(mcp, xvar), mcp), mkd))), 55, n, 157);0.9970
3022;knn;mupluslambda;False;make_tuple(mul(4, add(mul(mcp, max(mul(p, mcp), m)), mul(if_gt(39, p, add(po, p), m), 0.13849740021768478))), 48, n, 571);0.1073
3512;knn;mupluslambda;False;make_tuple(mul(pow(sub(add(rc, if_gt(p, m, 0.19498338731821943, m)), pow(p, mcp)), 2), add(add(mkd, m), rc)), 48, truediv(add(n, sub(po, 398)), 11), if_gt(rc, mcp, n, 259));0.8190
12;knn;mupluslambda;False;make_tuple(add(max(if_gt(xvar, 0.8990354877584862, m, 5), 8), if_gt(min(n, p), 607, 103, pow(if_gt(5, p, 0.03372578291904354, truediv(n, mcp)), mcp))), 48, 556, 248);0.9538
167141;knn;mupluslambda;False;make_tuple(truediv(max(add(truediv(mkd, sub(0.007060498945248983, mkd)), if_gt(n, po, 29, 13)), m), truediv(xvar, pow(mul(mcp, 0.5748907597974681), rc))), 34, max(394, p), 588);0.9912
