endresult;expression;gen;inout;length;problem;run;score;search;task
1.0;make_tuple(if_gt(expit(mcp), mul(po, po), truediv(mcp, mkd), expit(xvar)), mul(truediv(0.04086720126284367, n), mul(mcp, p)));2.0;out;9.0;glmnet;c0bb316b-68ed-436b-ad14-b6d7ae899466;0.8093;random_search_300;3902.0
1.0;make_tuple(mul(max(rc, 0.655851463943671), if_gt(po, xvar, mcp, p)), neg(sub(mkd, 0.012869435908121086)));2.0;in;6.0;glmnet;18734501-5c0a-4e4e-afce-e00e429173f4;0.9211;random_search_300;168335.0
1.0;make_tuple(mul(max(rc, 0.655851463943671), if_gt(po, xvar, mcp, p)), neg(sub(mkd, 0.012869435908121086)));2.0;out;6.0;glmnet;18734501-5c0a-4e4e-afce-e00e429173f4;0.9361;random_search_300;168335.0
1.0;make_tuple(pow(if_gt(rc, n, p, mcp), pow(po, 0.011725317371195074)), truediv(add(mcp, 0.0022955320906145587), mul(xvar, n)));2.0;in;7.0;glmnet;a73634b5-9234-439e-8ef8-ea31c6609fd8;0.9258;random_search_300;168329.0
1.0;make_tuple(pow(if_gt(rc, n, p, mcp), pow(po, 0.011725317371195074)), truediv(add(mcp, 0.0022955320906145587), mul(xvar, n)));2.0;out;7.0;glmnet;a73634b5-9234-439e-8ef8-ea31c6609fd8;0.9797;random_search_300;168329.0
1.0;make_tuple(mul(add(rc, mcp), expit(mkd)), truediv(expit(p), mul(n, xvar)));2.0;in;7.0;glmnet;975c6309-9143-4eea-aac0-37153df2676e;0.9255;random_search_300;167120.0
1.0;make_tuple(mul(add(rc, mcp), expit(mkd)), truediv(expit(p), mul(n, xvar)));2.0;out;7.0;glmnet;975c6309-9143-4eea-aac0-37153df2676e;0.9806;random_search_300;167120.0
1.0;make_tuple(if_gt(p, 13, mcp, po), sub(0.0025691314320902174, mkd));2.0;in;3.0;glmnet;6104336e-5ff7-4836-82b8-c0e221489f59;0.9217;random_search_300;18.0
1.0;make_tuple(if_gt(p, 13, mcp, po), sub(0.0025691314320902174, mkd));2.0;out;3.0;glmnet;6104336e-5ff7-4836-82b8-c0e221489f59;0.9892;random_search_300;18.0
1.0;make_tuple(expit(mcp), sub(0.0034607305783904982, mkd));2.0;in;3.0;glmnet;5cab7bd8-c4c2-4776-9cdf-61511bd35a66;0.9204;random_search_300;49.0
1.0;make_tuple(expit(mcp), sub(0.0034607305783904982, mkd));2.0;out;3.0;glmnet;5cab7bd8-c4c2-4776-9cdf-61511bd35a66;0.9976;random_search_300;49.0
1.0;make_tuple(expit(if_gt(0.06844237859106313, rc, rc, rc)), truediv(if_gt(xvar, po, m, mcp), mul(n, xvar)));2.0;in;6.0;glmnet;3089d2ba-2695-42a7-a640-8241173a7a83;0.9231;random_search_300;146817.0
1.0;make_tuple(expit(if_gt(0.06844237859106313, rc, rc, rc)), truediv(if_gt(xvar, po, m, mcp), mul(n, xvar)));2.0;out;6.0;glmnet;3089d2ba-2695-42a7-a640-8241173a7a83;0.9964;random_search_300;146817.0
1.0;make_tuple(min(expit(mkd), sub(n, 23)), truediv(mul(p, 0.024872075107338253), add(n, p)));2.0;in;7.0;glmnet;3786e5b7-aad1-40da-9eb9-a3219dcafce8;0.9358;random_search_300;9971.0
1.0;make_tuple(min(expit(mkd), sub(n, 23)), truediv(mul(p, 0.024872075107338253), add(n, p)));2.0;out;7.0;glmnet;3786e5b7-aad1-40da-9eb9-a3219dcafce8;0.7646;random_search_300;9971.0
1.0;make_tuple(min(mcp, po), sub(0.004313283540312763, mkd));2.0;in;3.0;glmnet;c0db0e54-5560-4d43-8092-5cc7b06a994e;0.9227;random_search_300;146606.0
1.0;make_tuple(min(mcp, po), sub(0.004313283540312763, mkd));2.0;out;3.0;glmnet;c0db0e54-5560-4d43-8092-5cc7b06a994e;0.9947;random_search_300;146606.0
1.0;make_tuple(min(add(mkd, p), expit(mcp)), truediv(expit(rc), mul(n, xvar)));2.0;in;7.0;glmnet;74e1c712-f7f9-434a-bf41-a54c34514457;0.9231;random_search_300;3510.0
1.0;make_tuple(min(add(mkd, p), expit(mcp)), truediv(expit(rc), mul(n, xvar)));2.0;out;7.0;glmnet;74e1c712-f7f9-434a-bf41-a54c34514457;0.9983;random_search_300;3510.0
1.0;make_tuple(expit(mcp), sub(0.00578659334229477, mkd));2.0;in;3.0;glmnet;f41b6b58-ba06-496c-8779-c70af69a9ddf;0.9201;random_search_300;219.0
1.0;make_tuple(expit(mcp), sub(0.00578659334229477, mkd));2.0;out;3.0;glmnet;f41b6b58-ba06-496c-8779-c70af69a9ddf;0.9992;random_search_300;219.0
1.0;make_tuple(if_gt(mcp, m, rc, mcp), sub(0.0030168404428574163, mkd));2.0;in;3.0;glmnet;667bac0a-18fa-4a78-9ff0-17f0fd0f323e;0.9222;random_search_300;2073.0
1.0;make_tuple(if_gt(mcp, m, rc, mcp), sub(0.0030168404428574163, mkd));2.0;out;3.0;glmnet;667bac0a-18fa-4a78-9ff0-17f0fd0f323e;0.9831;random_search_300;2073.0
1.0;make_tuple(pow(sub(p, rc), add(mkd, m)), truediv(expit(xvar), mul(n, xvar)));2.0;in;7.0;glmnet;00707d64-07f3-4a10-a47b-b3c489c2c92c;0.923;random_search_300;146822.0
1.0;make_tuple(pow(sub(p, rc), add(mkd, m)), truediv(expit(xvar), mul(n, xvar)));2.0;out;7.0;glmnet;00707d64-07f3-4a10-a47b-b3c489c2c92c;0.9914;random_search_300;146822.0
1.0;make_tuple(expit(mkd), sub(0.004526406443586415, mkd));2.0;in;3.0;glmnet;c1661b13-86fa-4bce-bf3a-1b6dc520125f;0.9204;random_search_300;14969.0
1.0;make_tuple(expit(mkd), sub(0.004526406443586415, mkd));2.0;out;3.0;glmnet;c1661b13-86fa-4bce-bf3a-1b6dc520125f;0.9907;random_search_300;14969.0
1.0;make_tuple(sub(truediv(n, xvar), expit(2)), truediv(truediv(mcp, n), if_gt(p, p, xvar, xvar)));2.0;in;7.0;glmnet;fdda1c8f-540c-44d0-9178-bdf9fbef8892;0.9217;random_search_300;34539.0
1.0;make_tuple(sub(truediv(n, xvar), expit(2)), truediv(truediv(mcp, n), if_gt(p, p, xvar, xvar)));2.0;out;7.0;glmnet;fdda1c8f-540c-44d0-9178-bdf9fbef8892;1.0;random_search_300;34539.0
1.0;make_tuple(sub(mcp, 0.03832802336557393), sub(0.0028622736734631934, mkd));2.0;in;3.0;glmnet;a80c3898-5f1f-4e41-a017-b0fa5bd55fe8;0.9228;random_search_300;9960.0
1.0;make_tuple(sub(mcp, 0.03832802336557393), sub(0.0028622736734631934, mkd));2.0;out;3.0;glmnet;a80c3898-5f1f-4e41-a017-b0fa5bd55fe8;0.997;random_search_300;9960.0
1.0;make_tuple(add(max(mcp, mcp), min(mcp, mkd)), if_gt(expit(22), max(mcp, 0.16869953515890587), sub(0.006188734567679426, mkd), expit(mkd)));2.0;in;9.0;glmnet;6c635e6b-577b-4879-adb0-ad928902a738;0.9219;random_search_300;37.0
1.0;make_tuple(add(max(mcp, mcp), min(mcp, mkd)), if_gt(expit(22), max(mcp, 0.16869953515890587), sub(0.006188734567679426, mkd), expit(mkd)));2.0;out;9.0;glmnet;6c635e6b-577b-4879-adb0-ad928902a738;1.0;random_search_300;37.0
1.0;make_tuple(expit(max(m, po)), truediv(min(p, 1), mul(n, xvar)));2.0;in;6.0;glmnet;c92bad1f-f0e3-4c43-9e89-0515ef2c6ed2;0.9168;random_search_300;146821.0
1.0;make_tuple(expit(max(m, po)), truediv(min(p, 1), mul(n, xvar)));2.0;out;6.0;glmnet;c92bad1f-f0e3-4c43-9e89-0515ef2c6ed2;0.9097;random_search_300;146821.0
1.0;make_tuple(if_gt(p, 2, mcp, p), sub(0.006667289151249154, mkd));2.0;in;3.0;glmnet;741284e5-889f-4fb7-ae41-69fbc057a6b4;0.9218;random_search_300;3549.0
1.0;make_tuple(if_gt(p, 2, mcp, p), sub(0.006667289151249154, mkd));2.0;out;3.0;glmnet;741284e5-889f-4fb7-ae41-69fbc057a6b4;0.9989;random_search_300;3549.0
1.0;make_tuple(min(expit(rc), mul(0.021889507468152204, po)), add(neg(mkd), truediv(mcp, 95)));2.0;in;7.0;glmnet;b9274b05-fb2f-4555-bd09-d00b57e613e5;0.9227;random_search_300;58.0
1.0;make_tuple(min(expit(rc), mul(0.021889507468152204, po)), add(neg(mkd), truediv(mcp, 95)));2.0;out;7.0;glmnet;b9274b05-fb2f-4555-bd09-d00b57e613e5;0.9923;random_search_300;58.0
1.0;make_tuple(expit(min(mcp, 0.059377521227205264)), truediv(expit(mcp), mul(xvar, n)));2.0;in;6.0;glmnet;547d3e85-bb32-4a76-9c40-f03b69ada021;0.9225;random_search_300;31.0
1.0;make_tuple(expit(min(mcp, 0.059377521227205264)), truediv(expit(mcp), mul(xvar, n)));2.0;out;6.0;glmnet;547d3e85-bb32-4a76-9c40-f03b69ada021;0.8822;random_search_300;31.0
1.0;make_tuple(truediv(min(451, 1011), truediv(p, mcp)), truediv(pow(0.0027761182427530964, mkd), mul(n, xvar)));2.0;in;7.0;glmnet;b11b00d0-32c2-46a3-ab13-e1001d48e77a;0.9262;random_search_300;45.0
1.0;make_tuple(truediv(min(451, 1011), truediv(p, mcp)), truediv(pow(0.0027761182427530964, mkd), mul(n, xvar)));2.0;out;7.0;glmnet;b11b00d0-32c2-46a3-ab13-e1001d48e77a;0.9911;random_search_300;45.0
1.0;make_tuple(min(po, mcp), sub(0.0033165277539698584, mkd));2.0;in;3.0;glmnet;6894aa32-5b8e-4ac9-bd58-c82857f04af1;0.9231;random_search_300;2074.0
1.0;make_tuple(min(po, mcp), sub(0.0033165277539698584, mkd));2.0;out;3.0;glmnet;6894aa32-5b8e-4ac9-bd58-c82857f04af1;0.9976;random_search_300;2074.0
1.0;make_tuple(sub(sub(n, mcp), sub(rc, 434)), truediv(max(mcp, mcp), mul(xvar, n)));2.0;in;7.0;glmnet;9f15efae-c10b-4fde-8ff3-e5d7ea5f4b8f;0.922;random_search_300;167119.0
1.0;make_tuple(sub(sub(n, mcp), sub(rc, 434)), truediv(max(mcp, mcp), mul(xvar, n)));2.0;out;7.0;glmnet;9f15efae-c10b-4fde-8ff3-e5d7ea5f4b8f;0.9655;random_search_300;167119.0
1.0;make_tuple(truediv(pow(n, mkd), add(po, mcp)), truediv(mul(mcp, p), truediv(n, 0.03645393848834617)));2.0;in;7.0;glmnet;84fe090c-433a-41aa-a6fc-0862975d51ba;0.924;random_search_300;9970.0
1.0;make_tuple(truediv(pow(n, mkd), add(po, mcp)), truediv(mul(mcp, p), truediv(n, 0.03645393848834617)));2.0;out;7.0;glmnet;84fe090c-433a-41aa-a6fc-0862975d51ba;0.6936;random_search_300;9970.0
1.0;make_tuple(expit(if_gt(rc, mcp, 143, mcp)), truediv(if_gt(po, m, p, mcp), mul(po, n)));2.0;in;6.0;glmnet;6262cbec-ccd4-46e1-835c-e36e1ecd82af;0.924;random_search_300;3561.0
1.0;make_tuple(expit(if_gt(rc, mcp, 143, mcp)), truediv(if_gt(po, m, p, mcp), mul(po, n)));2.0;out;6.0;glmnet;6262cbec-ccd4-46e1-835c-e36e1ecd82af;0.7915;random_search_300;3561.0
1.0;make_tuple(min(mcp, p), sub(0.0035438790098399476, mkd));2.0;in;3.0;glmnet;df243378-2ca3-42b8-82ae-6b6be4f1f592;0.9234;random_search_300;146819.0
1.0;make_tuple(min(mcp, p), sub(0.0035438790098399476, mkd));2.0;out;3.0;glmnet;df243378-2ca3-42b8-82ae-6b6be4f1f592;0.963;random_search_300;146819.0
1.0;make_tuple(add(mcp, 0.0471898236051213), sub(0.00961999631417856, mkd));2.0;in;3.0;glmnet;6d064dec-74ee-43b2-9bcd-cffd0532dca3;0.9225;random_search_300;145681.0
1.0;make_tuple(add(mcp, 0.0471898236051213), sub(0.00961999631417856, mkd));2.0;out;3.0;glmnet;6d064dec-74ee-43b2-9bcd-cffd0532dca3;0.9768;random_search_300;145681.0
1.0;make_tuple(mul(1, mcp), sub(0.0030460465972835847, mkd));2.0;in;3.0;glmnet;af6147ad-8cfb-4d39-9e95-5fd7704dbb62;0.9223;random_search_300;146824.0
1.0;make_tuple(mul(1, mcp), sub(0.0030460465972835847, mkd));2.0;out;3.0;glmnet;af6147ad-8cfb-4d39-9e95-5fd7704dbb62;0.997;random_search_300;146824.0
1.0;make_tuple(expit(mcp), sub(0.007958387339288563, mkd));2.0;in;3.0;glmnet;a504b950-6db8-4c4a-9d10-757871dd1dfa;0.9195;random_search_300;9952.0
1.0;make_tuple(expit(mcp), sub(0.007958387339288563, mkd));2.0;out;3.0;glmnet;a504b950-6db8-4c4a-9d10-757871dd1dfa;0.9933;random_search_300;9952.0
1.0;make_tuple(min(po, mcp), sub(0.003059205208814287, mkd));2.0;in;3.0;glmnet;0a8d063a-fd77-40fd-a025-65aa7834beea;0.9223;random_search_300;12.0
1.0;make_tuple(min(po, mcp), sub(0.003059205208814287, mkd));2.0;out;3.0;glmnet;0a8d063a-fd77-40fd-a025-65aa7834beea;0.9969;random_search_300;12.0
1.0;make_tuple(mul(mcp, 1), sub(0.003276120866525954, mkd));2.0;in;3.0;glmnet;3addc43e-fa83-45af-8e34-9d09ca51ca86;0.9231;random_search_300;168331.0
1.0;make_tuple(mul(mcp, 1), sub(0.003276120866525954, mkd));2.0;out;3.0;glmnet;3addc43e-fa83-45af-8e34-9d09ca51ca86;0.9956;random_search_300;168331.0
1.0;make_tuple(if_gt(max(m, 1), neg(p), if_gt(92, xvar, mcp, mcp), pow(m, mcp)), if_gt(max(mcp, 16), min(po, m), sub(0.006316761630140912, mkd), neg(0.14595839605416241)));2.0;in;11.0;glmnet;e4e2dea5-4e25-4d74-b597-289cbe155167;0.9221;random_search_300;11.0
1.0;make_tuple(if_gt(max(m, 1), neg(p), if_gt(92, xvar, mcp, mcp), pow(m, mcp)), if_gt(max(mcp, 16), min(po, m), sub(0.006316761630140912, mkd), neg(0.14595839605416241)));2.0;out;11.0;glmnet;e4e2dea5-4e25-4d74-b597-289cbe155167;0.9996;random_search_300;11.0
1.0;make_tuple(max(0.07061198684605996, mcp), sub(0.002339796569225256, mkd));2.0;in;3.0;glmnet;2c6c8852-8996-442c-a993-118030459024;0.9203;random_search_300;9981.0
1.0;make_tuple(max(0.07061198684605996, mcp), sub(0.002339796569225256, mkd));2.0;out;3.0;glmnet;2c6c8852-8996-442c-a993-118030459024;0.9853;random_search_300;9981.0
1.0;make_tuple(add(min(mcp, 5), min(m, rc)), truediv(min(p, mcp), mul(xvar, n)));2.0;in;7.0;glmnet;b14d6976-dc63-49bb-afa1-ce20193a315c;0.9273;random_search_300;168330.0
1.0;make_tuple(add(min(mcp, 5), min(m, rc)), truediv(min(p, mcp), mul(xvar, n)));2.0;out;7.0;glmnet;b14d6976-dc63-49bb-afa1-ce20193a315c;0.9995;random_search_300;168330.0
1.0;make_tuple(expit(mul(po, mkd)), mul(sub(0.010859180804875898, mkd), min(mcp, 580)));2.0;in;6.0;glmnet;7d8c70a2-5660-4fa2-a337-c01a1034c093;0.925;random_search_300;9986.0
1.0;make_tuple(expit(mul(po, mkd)), mul(sub(0.010859180804875898, mkd), min(mcp, 580)));2.0;out;6.0;glmnet;7d8c70a2-5660-4fa2-a337-c01a1034c093;0.9905;random_search_300;9986.0
1.0;make_tuple(pow(mcp, m), sub(0.006721452654827081, mkd));2.0;in;3.0;glmnet;6243aa62-20f5-478b-8a76-e72563b53727;0.9193;random_search_300;9977.0
1.0;make_tuple(pow(mcp, m), sub(0.006721452654827081, mkd));2.0;out;3.0;glmnet;6243aa62-20f5-478b-8a76-e72563b53727;0.9822;random_search_300;9977.0
1.0;make_tuple(min(mcp, p), sub(0.0029631347702584834, mkd));2.0;in;3.0;glmnet;061d4212-cda7-479b-98c4-ffc2f1042e44;0.9222;random_search_300;167140.0
1.0;make_tuple(min(mcp, p), sub(0.0029631347702584834, mkd));2.0;out;3.0;glmnet;061d4212-cda7-479b-98c4-ffc2f1042e44;0.9843;random_search_300;167140.0
1.0;make_tuple(max(truediv(mcp, n), add(p, xvar)), truediv(sub(mcp, mkd), mul(n, xvar)));2.0;in;7.0;glmnet;7b8505b6-8371-4a40-ac94-e11084988790;0.9228;random_search_300;146195.0
1.0;make_tuple(max(truediv(mcp, n), add(p, xvar)), truediv(sub(mcp, mkd), mul(n, xvar)));2.0;out;7.0;glmnet;7b8505b6-8371-4a40-ac94-e11084988790;0.9916;random_search_300;146195.0
1.0;make_tuple(pow(mcp, m), sub(0.005382505344937068, mkd));2.0;in;3.0;glmnet;c83be936-02d1-4f3a-9454-04e38731f457;0.9184;random_search_300;14971.0
1.0;make_tuple(pow(mcp, m), sub(0.005382505344937068, mkd));2.0;out;3.0;glmnet;c83be936-02d1-4f3a-9454-04e38731f457;1.0;random_search_300;14971.0
1.0;make_tuple(mul(expit(0.49176295953935056), if_gt(172, 886, 225, mcp)), min(sub(0.006785610867137294, mkd), truediv(po, mcp)));2.0;in;7.0;glmnet;ae4c4075-8e8a-416f-823c-0473b0fa815a;0.9243;random_search_300;3022.0
1.0;make_tuple(mul(expit(0.49176295953935056), if_gt(172, 886, 225, mcp)), min(sub(0.006785610867137294, mkd), truediv(po, mcp)));2.0;out;7.0;glmnet;ae4c4075-8e8a-416f-823c-0473b0fa815a;0.9946;random_search_300;3022.0
1.0;make_tuple(max(min(mcp, p), max(mkd, mcp)), neg(sub(mkd, 0.0069764512892195735)));2.0;in;6.0;glmnet;83fdbd1a-be40-4725-83c0-484b00f00df0;0.9259;random_search_300;9976.0
1.0;make_tuple(max(min(mcp, p), max(mkd, mcp)), neg(sub(mkd, 0.0069764512892195735)));2.0;out;6.0;glmnet;83fdbd1a-be40-4725-83c0-484b00f00df0;0.5807;random_search_300;9976.0
1.0;make_tuple(if_gt(po, rc, mcp, m), sub(0.007527336860380678, mkd));2.0;in;3.0;glmnet;e38e07fe-32b4-40ac-b32e-18834b8cfb6f;0.9222;random_search_300;24.0
1.0;make_tuple(if_gt(po, rc, mcp, m), sub(0.007527336860380678, mkd));2.0;out;3.0;glmnet;e38e07fe-32b4-40ac-b32e-18834b8cfb6f;0.999;random_search_300;24.0
1.0;make_tuple(max(truediv(0.21033022953936545, n), if_gt(n, xvar, mcp, rc)), min(sub(0.004739281830713218, mkd), min(n, m)));2.0;in;7.0;glmnet;509fd9d0-a69a-41ad-ae90-3c3d7c790f58;0.923;random_search_300;23.0
1.0;make_tuple(max(truediv(0.21033022953936545, n), if_gt(n, xvar, mcp, rc)), min(sub(0.004739281830713218, mkd), min(n, m)));2.0;out;7.0;glmnet;509fd9d0-a69a-41ad-ae90-3c3d7c790f58;0.8892;random_search_300;23.0
1.0;make_tuple(min(po, mcp), sub(0.005622761291458906, mkd));2.0;in;3.0;glmnet;aa38d4ee-7cbb-4a92-98bf-0be4e41d64d0;0.924;random_search_300;168338.0
1.0;make_tuple(min(po, mcp), sub(0.005622761291458906, mkd));2.0;out;3.0;glmnet;aa38d4ee-7cbb-4a92-98bf-0be4e41d64d0;0.7877;random_search_300;168338.0
1.0;make_tuple(add(if_gt(mkd, p, rc, rc), sub(p, m)), mul(truediv(p, n), truediv(mcp, po)));2.0;in;7.0;glmnet;9328017b-fce2-4027-9b3c-90397ca96306;0.9191;random_search_300;125922.0
1.0;make_tuple(add(if_gt(mkd, p, rc, rc), sub(p, m)), mul(truediv(p, n), truediv(mcp, po)));2.0;out;7.0;glmnet;9328017b-fce2-4027-9b3c-90397ca96306;0.9997;random_search_300;125922.0
1.0;make_tuple(expit(max(xvar, n)), truediv(truediv(mcp, n), if_gt(po, m, xvar, xvar)));2.0;in;6.0;glmnet;12b04411-388c-4414-8e5d-11c6700139d3;0.9218;random_search_300;9946.0
1.0;make_tuple(expit(max(xvar, n)), truediv(truediv(mcp, n), if_gt(po, m, xvar, xvar)));2.0;out;6.0;glmnet;12b04411-388c-4414-8e5d-11c6700139d3;0.9835;random_search_300;9946.0
1.0;make_tuple(add(mcp, mkd), sub(0.0025958705682826624, mkd));2.0;in;3.0;glmnet;68e70174-b1fc-40c1-be86-7dfc3350ac76;0.9235;random_search_300;190412.0
1.0;make_tuple(add(mcp, mkd), sub(0.0025958705682826624, mkd));2.0;out;3.0;glmnet;68e70174-b1fc-40c1-be86-7dfc3350ac76;0.7593;random_search_300;190412.0
1.0;make_tuple(truediv(add(po, xvar), sub(po, xvar)), truediv(expit(mcp), mul(xvar, n)));2.0;in;7.0;glmnet;a8446841-7e85-4f43-b933-df6882b166d6;0.923;random_search_300;9985.0
1.0;make_tuple(truediv(add(po, xvar), sub(po, xvar)), truediv(expit(mcp), mul(xvar, n)));2.0;out;7.0;glmnet;a8446841-7e85-4f43-b933-df6882b166d6;0.9699;random_search_300;9985.0
1.0;make_tuple(min(po, mcp), sub(0.005077850920673369, mkd));2.0;in;3.0;glmnet;3077fc89-a267-4bbc-acd2-89251b77b4b1;0.9303;random_search_300;9978.0
1.0;make_tuple(min(po, mcp), sub(0.005077850920673369, mkd));2.0;out;3.0;glmnet;3077fc89-a267-4bbc-acd2-89251b77b4b1;0.0584;random_search_300;9978.0
1.0;make_tuple(if_gt(pow(0.0053498857347935285, rc), truediv(mcp, mcp), neg(po), if_gt(2, m, mcp, mcp)), truediv(truediv(0.010490350376227066, n), if_gt(rc, n, po, mkd)));2.0;in;9.0;glmnet;93b80b52-a664-4d24-8996-43d0758c08a5;0.9268;random_search_300;3917.0
1.0;make_tuple(if_gt(pow(0.0053498857347935285, rc), truediv(mcp, mcp), neg(po), if_gt(2, m, mcp, mcp)), truediv(truediv(0.010490350376227066, n), if_gt(rc, n, po, mkd)));2.0;out;9.0;glmnet;93b80b52-a664-4d24-8996-43d0758c08a5;0.6534;random_search_300;3917.0
1.0;make_tuple(if_gt(mcp, mcp, mkd, mcp), sub(0.009071794368282537, mkd));2.0;in;3.0;glmnet;6d1f091f-1a51-424b-bfac-c3596f9c0203;0.9241;random_search_300;9957.0
1.0;make_tuple(if_gt(mcp, mcp, mkd, mcp), sub(0.009071794368282537, mkd));2.0;out;3.0;glmnet;6d1f091f-1a51-424b-bfac-c3596f9c0203;0.9612;random_search_300;9957.0
1.0;make_tuple(expit(expit(rc)), add(truediv(0.032990357906753545, 7), neg(mkd)));2.0;in;6.0;glmnet;c10a0de6-ec5d-448b-a06c-8af42d93136a;0.9202;random_search_300;2079.0
1.0;make_tuple(expit(expit(rc)), add(truediv(0.032990357906753545, 7), neg(mkd)));2.0;out;6.0;glmnet;c10a0de6-ec5d-448b-a06c-8af42d93136a;0.9866;random_search_300;2079.0
1.0;make_tuple(mul(if_gt(po, n, n, po), min(po, mcp)), truediv(truediv(0.736999250026895, xvar), add(n, po)));2.0;in;7.0;glmnet;01477a79-9f5e-43c6-b5a7-a0e1ff6b1f70;0.9225;random_search_300;190411.0
1.0;make_tuple(mul(if_gt(po, n, n, po), min(po, mcp)), truediv(truediv(0.736999250026895, xvar), add(n, po)));2.0;out;7.0;glmnet;01477a79-9f5e-43c6-b5a7-a0e1ff6b1f70;0.9955;random_search_300;190411.0
1.0;make_tuple(if_gt(n, 0.002112027157904204, mcp, mcp), sub(0.004358127544475326, mkd));2.0;in;3.0;glmnet;bd3ad5cf-3b2c-4d26-bf44-32b08f18793f;0.9227;random_search_300;189928.0
1.0;make_tuple(if_gt(n, 0.002112027157904204, mcp, mcp), sub(0.004358127544475326, mkd));2.0;out;3.0;glmnet;bd3ad5cf-3b2c-4d26-bf44-32b08f18793f;0.9957;random_search_300;189928.0
1.0;make_tuple(expit(mkd), sub(0.01037140929711915, mkd));2.0;in;3.0;glmnet;c6913453-3b6e-4ca3-b3ff-dae733c9453a;0.9222;random_search_300;146820.0
1.0;make_tuple(expit(mkd), sub(0.01037140929711915, mkd));2.0;out;3.0;glmnet;c6913453-3b6e-4ca3-b3ff-dae733c9453a;0.9926;random_search_300;146820.0
1.0;make_tuple(truediv(pow(1, rc), min(xvar, mcp)), truediv(truediv(0.7237676413497105, xvar), if_gt(mcp, po, mkd, n)));2.0;in;7.0;glmnet;a549f036-3020-4dec-ad33-cda80ae7a522;0.9218;random_search_300;3893.0
1.0;make_tuple(truediv(pow(1, rc), min(xvar, mcp)), truediv(truediv(0.7237676413497105, xvar), if_gt(mcp, po, mkd, n)));2.0;out;7.0;glmnet;a549f036-3020-4dec-ad33-cda80ae7a522;0.9918;random_search_300;3893.0
1.0;make_tuple(expit(mkd), sub(0.009837162962012902, mkd));2.0;in;3.0;glmnet;c0743a52-91d0-4c3f-9525-10f5e9d96ea5;0.9265;random_search_300;10101.0
1.0;make_tuple(expit(mkd), sub(0.009837162962012902, mkd));2.0;out;3.0;glmnet;c0743a52-91d0-4c3f-9525-10f5e9d96ea5;0.7279;random_search_300;10101.0
1.0;make_tuple(min(mcp, 0.41232586603059407), sub(0.009399028571960547, mkd));2.0;in;3.0;glmnet;768fa567-0171-4360-84e5-ac0dd92482f4;0.9313;random_search_300;3903.0
1.0;make_tuple(min(mcp, 0.41232586603059407), sub(0.009399028571960547, mkd));2.0;out;3.0;glmnet;768fa567-0171-4360-84e5-ac0dd92482f4;0.7534;random_search_300;3903.0
1.0;make_tuple(if_gt(p, p, po, mcp), sub(0.009243210315752051, mkd));2.0;in;3.0;glmnet;85986757-6d8b-460e-9a76-921d52c3034b;0.9242;random_search_300;9950.0
1.0;make_tuple(if_gt(p, p, po, mcp), sub(0.009243210315752051, mkd));2.0;out;3.0;glmnet;85986757-6d8b-460e-9a76-921d52c3034b;0.9837;random_search_300;9950.0
1.0;make_tuple(add(if_gt(0.0024793795686038466, 9, rc, xvar), sub(m, rc)), truediv(truediv(mcp, n), if_gt(mkd, po, rc, xvar)));2.0;in;7.0;glmnet;197b2555-fa88-4cd4-acd2-41fde77e0b5b;0.9237;random_search_300;3907.0
1.0;make_tuple(add(if_gt(0.0024793795686038466, 9, rc, xvar), sub(m, rc)), truediv(truediv(mcp, n), if_gt(mkd, po, rc, xvar)));2.0;out;7.0;glmnet;197b2555-fa88-4cd4-acd2-41fde77e0b5b;0.7777;random_search_300;3907.0
1.0;make_tuple(truediv(mcp, 3), sub(0.009822665842692887, mkd));2.0;in;3.0;glmnet;ed2aad51-2d3b-464b-bc43-446c1a069cb2;0.928;random_search_300;14952.0
1.0;make_tuple(truediv(mcp, 3), sub(0.009822665842692887, mkd));2.0;out;3.0;glmnet;ed2aad51-2d3b-464b-bc43-446c1a069cb2;0.9979;random_search_300;14952.0
1.0;make_tuple(expit(min(p, m)), truediv(expit(mcp), mul(n, xvar)));2.0;in;6.0;glmnet;8a8940c4-3f93-4997-9717-8d61a9e52a31;0.9237;random_search_300;3481.0
1.0;make_tuple(expit(min(p, m)), truediv(expit(mcp), mul(n, xvar)));2.0;out;6.0;glmnet;8a8940c4-3f93-4997-9717-8d61a9e52a31;0.979;random_search_300;3481.0
1.0;make_tuple(truediv(0.5189894969543197, m), sub(0.012164340211672823, mkd));2.0;in;3.0;glmnet;bb26981e-ed9d-41b2-b343-4c04a75326ee;0.9262;random_search_300;146212.0
1.0;make_tuple(truediv(0.5189894969543197, m), sub(0.012164340211672823, mkd));2.0;out;3.0;glmnet;bb26981e-ed9d-41b2-b343-4c04a75326ee;0.9881;random_search_300;146212.0
1.0;make_tuple(add(0.01294219214965068, mcp), sub(0.010833118129502783, mkd));2.0;in;3.0;glmnet;7fa21d5d-b7a1-40a3-9452-b097f949e612;0.9217;random_search_300;14954.0
1.0;make_tuple(add(0.01294219214965068, mcp), sub(0.010833118129502783, mkd));2.0;out;3.0;glmnet;7fa21d5d-b7a1-40a3-9452-b097f949e612;0.9057;random_search_300;14954.0
